"hour","count","request_type","division","section"
15,2,"Multi-Res / Nite Recycle Cart / Missed","Solid Waste Management Services","Collections"
15,2,"Multi-Res / Organic Front-End / Missed","Solid Waste Management Services","Collections"
15,6,"Multi-Res / Recycle Cart / Missed","Solid Waste Management Services","Collections"
15,4,"Multi-Res / Recycle Front-End / Missed","Solid Waste Management Services","Collections"
15,4,"Multi-Res / Yard Waste / Missed","Solid Waste Management Services","Collections"
15,4,"New Pedestrian Crossover","Transportation Services","Traffic Ops - Traffic Engineering"
15,4,"New Traffic Control Signal Request","Transportation Services","Traffic Ops - Traffic Engineering"
15,42,"Noise","Municipal Licensing & Standards","District Enforcement"
15,16,"Operational Comment or Complaint","Transportation Services","Road Operations "
15,42,"Operator / Operations Complaint","Solid Waste Management Services","Collections"
15,4,"Operator / Operations Compliment","Solid Waste Management Services","Collections"
15,4,"Pedestrian Issues/Timing/Delays","Transportation Services","Traffic Ops - Traffic Engineering"
15,16,"Permit Inspection","Urban Forestry","Tree Protection and Plan Review"
15,2,"Pit Cover/Paver Maintenance","Urban Forestry","Forestry Operations"
15,14,"Pollution Spill Response","Toronto Water","District Ops - Operations & Maintenance"
15,4,"Private Tree Inspection","Urban Forestry","Tree Protection and Plan Review"
15,210,"Property Standards","Municipal Licensing & Standards","District Enforcement"
15,6,"PXO Maintenance","Transportation Services","TMC - TPIM"
15,2,"Ravine Inspection","Urban Forestry","Forestry and Natural Environment Management"
15,8,"Res / Above Comm / Organic Green Bin / Missed","Solid Waste Management Services","Collections"
15,108,"Res / Garbage / Missed","Solid Waste Management Services","Collections"
15,18,"Res / Garbage / Whole Street Missed","Solid Waste Management Services","Collections"
15,4,"Res / Garbage Front&Side / Missed","Solid Waste Management Services","Collections"
15,6,"Res / Nite Garbage / Missed","Solid Waste Management Services","Collections"
15,2,"Res / Nite Org&Recycle Whole Street / Missed","Solid Waste Management Services","Collections"
15,4,"Res / Nite Organic / Missed","Solid Waste Management Services","Collections"
15,2,"Res / Org&Garbage Front&Side / Missed","Solid Waste Management Services","Collections"
15,10,"Res / Org&Garbage Whole Street / Missed","Solid Waste Management Services","Collections"
15,8,"Res / Org&Recycle Front&Side / Missed","Solid Waste Management Services","Collections"
15,4,"Res / Organic Container / Missing Damaged","Solid Waste Management Services","Collections"
15,130,"Res / Organic Green Bin / Missed","Solid Waste Management Services","Collections"
15,42,"Res / Organic Green Bin / Whole Street / Missed","Solid Waste Management Services","Collections"
15,20,"Res / Organic&Garbage / Missed","Solid Waste Management Services","Collections"
15,18,"Res / Organic&Recycle / Missed","Solid Waste Management Services","Collections"
15,108,"Res / Recycle / Missed","Solid Waste Management Services","Collections"
15,8,"Res / Recycle / Whole Street / Missed","Solid Waste Management Services","Collections"
15,6,"Res / Recycle Front&Side / Missed","Solid Waste Management Services","Collections"
15,34,"Res / Yard Waste Whole Street / Missed","Solid Waste Management Services","Collections"
15,12,"Res Above Comm / Nite Garbage / Missed","Solid Waste Management Services","Collections"
15,10,"Res Above Comm / Nite Recycle / Missed","Solid Waste Management Services","Collections"
15,2,"Residential / Nite Furniture / Missed","Solid Waste Management Services","Collections"
15,2,"Residential / Nite Yard Waste / Missed","Solid Waste Management Services","Collections"
15,100,"Residential / Yard Waste / Missed","Solid Waste Management Services","Collections"
15,200,"Residential Furniture / Missed","Solid Waste Management Services","Collections"
15,88,"Residential: Bin: Missing","Solid Waste Management Services","Collections"
15,24,"Residential: Bin: Repair or Replace Body/Handle","Solid Waste Management Services","Collections"
15,14,"Residential: Bin: Repair or Replace Lid","Solid Waste Management Services","Collections"
15,6,"Residential: Bin: Repair or Replace Metal Bar","Solid Waste Management Services","Collections"
15,16,"Residential: Bin: Repair or Replace Wheel","Solid Waste Management Services","Collections"
15,16,"Residential: Bin: Wrong Delivery","Solid Waste Management Services","Collections"
15,6,"Residential: Garbage Bin: Additional Extra Large","Solid Waste Management Services","Collections"
15,8,"Residential: Garbage Bin: Additional Large","Solid Waste Management Services","Collections"
15,4,"Residential: Garbage Bin: Additional Medium","Solid Waste Management Services","Collections"
15,16,"Residential: Garbage Bin: Exchange to Extra Large","Solid Waste Management Services","Collections"
15,22,"Residential: Garbage Bin: Exchange to Large","Solid Waste Management Services","Collections"
15,114,"Residential: Garbage Bin: Exchange to Medium","Solid Waste Management Services","Collections"
15,70,"Residential: Garbage Bin: Exchange to Small","Solid Waste Management Services","Collections"
15,2,"Residential: Garbage Bin: New Account Extra Large","Solid Waste Management Services","Collections"
15,6,"Residential: Garbage Bin: New Account Large","Solid Waste Management Services","Collections"
15,16,"Residential: Garbage Bin: New Account Medium","Solid Waste Management Services","Collections"
15,16,"Residential: Garbage Bin: New Account Small","Solid Waste Management Services","Collections"
15,26,"Residential: Recycle Bin: Additional Extra Large","Solid Waste Management Services","Collections"
15,2,"Residential: Recycle Bin: Additional Large","Solid Waste Management Services","Collections"
15,6,"Residential: Recycle Bin: Additional Medium","Solid Waste Management Services","Collections"
15,38,"Residential: Recycle Bin: Exchange to Large","Solid Waste Management Services","Collections"
15,24,"Residential: Recycle Bin: Exchange to Medium","Solid Waste Management Services","Collections"
15,4,"Residential: Recycle Bin: Exchange to Small","Solid Waste Management Services","Collections"
15,4,"Residential: Recycle Bin: New Account Extra Large","Solid Waste Management Services","Collections"
15,14,"Residential: Recycle Bin: New Account Large","Solid Waste Management Services","Collections"
15,12,"Residential: Recycle Bin: New Account Medium","Solid Waste Management Services","Collections"
15,4,"Residential: Recycle Bin: New Account Small","Solid Waste Management Services","Collections"
15,4,"Respond to Locates Request","Transportation Services","TMC - TPIM"
15,18,"Restoration Related","Toronto Water","District Ops - Operations & Maintenance"
15,44,"Road - Cleaning/Debris","Transportation Services","Road Operations "
15,12,"Road - Damaged","Transportation Services","Road Operations "
15,2,"Road - Gravel Roads/Construction","Transportation Services","Road Operations "
15,8,"Road - Sinking","Transportation Services","Road Operations "
15,2,"Road Allowance","Municipal Licensing & Standards","District Enforcement"
15,4,"Road damaged on Expressway","Transportation Services","Road Operations "
15,2,"Road Water Ponding","Transportation Services","Road Operations "
15,4,"Roadside Utility Cut - Settlement","Transportation Services","Road Operations "
15,4,"Roadway Utility Cut - Settlement","Transportation Services","Road Operations "
15,2,"Rooming House","Municipal Licensing & Standards","District Enforcement"
15,8,"Sewer main-Backup","Toronto Water","District Ops - Operations & Maintenance"
15,24,"Sewer Odour","Toronto Water","District Ops - Operations & Maintenance"
15,10,"Sewer Service Line-Cleanout Repair","Toronto Water","District Ops - Operations & Maintenance"
15,2,"Shoulder - Maintenance","Transportation Services","Road Operations "
15,58,"Sidewalk - Damaged / Concrete","Transportation Services","Road Operations "
15,4,"Sidewalk - Graffiti Complaint","Transportation Services","Road Operations "
15,6,"Sidewalk-Water Ponding","Transportation Services","Road Operations "
15,4,"Sidewalks","Transportation Services","Traffic Ops - Traffic Engineering"
15,10,"Signs","Municipal Licensing & Standards","District Enforcement"
15,54,"Stemming","Urban Forestry","Forestry Operations"
15,46,"Storm Clean Up","Urban Forestry","Forestry Operations"
15,2,"Traffic Calming Measures","Transportation Services","Traffic Ops - Traffic Engineering"
15,4,"Traffic Infiltration","Transportation Services","Traffic Ops - Traffic Engineering"
15,2,"Traffic Island - Damaged","Transportation Services","Road Operations "
15,14,"Traffic Signal Maintenance","Transportation Services","TMC - TPIM"
15,16,"Tree Planting","Urban Forestry","Forestry Operations"
15,6,"Walkway - damaged","Transportation Services","Road Operations "
15,4,"Walkway-Weeds Need Cutting","Transportation Services","Road Operations "
15,10,"Water Meter-Leaking","Toronto Water","District Ops - Central Services"
15,8,"Water Quality-Discoloured (Rusty or Dirty) Water","Toronto Water","District Ops - Operations & Maintenance"
15,10,"Water Service Line-Check Water Service Box","Toronto Water","District Ops - Operations & Maintenance"
15,12,"Water Service Line-Damaged Water Service Box","Toronto Water","District Ops - Operations & Maintenance"
15,14,"Water Service Line-Leaking","Toronto Water","District Ops - Operations & Maintenance"
15,18,"Water Service Line-Locate / Adjust service box","Toronto Water","District Ops - Operations & Maintenance"
15,12,"Water Service Line-No Water","Toronto Water","District Ops - Operations & Maintenance"
15,60,"Water Service Line-Turn Off","Toronto Water","District Ops - Operations & Maintenance"
15,8,"Water Service Line-Turn Off/Burst","Toronto Water","District Ops - Operations & Maintenance"
15,66,"Water Service Line-Turn On","Toronto Water","District Ops - Operations & Maintenance"
15,2,"Water Valve-Leaking","Toronto Water","District Ops - Operations & Maintenance"
15,28,"Watermain-Possible Break","Toronto Water","District Ops - Operations & Maintenance"
15,48,"Zoning","Municipal Licensing & Standards","District Enforcement"
16,8,"ABCD's / Garbage Pile / Missed","Solid Waste Management Services","Collections"
16,2,"ABCD's / Nite Garbage Pile / Missed","Solid Waste Management Services","Collections"
16,2,"ABCD's / Nite Recycle Blue Box Missed","Solid Waste Management Services","Collections"
16,30,"Adequate Heat","Municipal Licensing & Standards","District Enforcement"
16,4,"All / Hazardous Waste / Missed","Solid Waste Management Services","Collections"
16,38,"All / Hazardous Waste / Pick Up Request","Solid Waste Management Services","Collections"
16,2,"Appliance (Emergency)","Municipal Licensing & Standards","District Enforcement"
16,42,"Bin Investigation Request","Solid Waste Management Services","Collections"
16,2,"Bollard - Damaged","Transportation Services","Road Operations"
16,14,"Boulevards - Damaged Asphalt","Transportation Services","Road Operations "
16,2,"Catch basin (Storm) - Damage","Toronto Water","District Ops - Operations & Maintenance"
16,2,"Catch basin (Storm) - Overflowing","Toronto Water","District Ops - Operations & Maintenance"
16,14,"Catch Basin - Blocked / Flooding","Transportation Services","Road Operations "
16,4,"Catch Basin - Damaged Maintenance Requested","Transportation Services","Road Operations "
16,4,"Catch Basin - Debris / Litter","Transportation Services","Road Operations "
16,4,"Catch Basin Maintenance and Repair","Transportation Services","Road Operations "
16,4,"Comm / Nite Garbage Yellow Bag / Missed","Solid Waste Management Services","Collections"
16,2,"Comm / Nite Organic Cart / Missed","Solid Waste Management Services","Collections"
16,4,"Comm / Nite Recycle Blue Box / Missed","Solid Waste Management Services","Collections"
16,2,"Commercial / Nite Recycle Cart / Missed","Solid Waste Management Services","Collections"
16,2,"Complaint / Property Damaged","Solid Waste Management Services","Collections"
16,6,"Complaint regarding Contractor","Transportation Services","Road Operations "
16,2,"Construction-Unsafe/Untidy Condition","Toronto Water","District Ops - Operations & Maintenance"
16,4,"Culverts - Blocked","Transportation Services","Road Operations "
